part_id,family,params,peg_w_mm,peg_h_mm,peg_area_mm2,clearance_mm,peg_sha,peg_wkt,bore_wkt
circle_01,circle,"{""d"": 10}",10.0,10.0,78.508,0.3,c96250275e3e,"POLYGON ((5 -2.026448e-16, 4.993977 -0.245338, 4.975924 -0.490086, 4.945883 -0.733652, 4.903926 -0.975452, 4.850156 -1.214901, 4.784702 -1.451423, 4.70772 -1.684449, 4.619398 -1.913417, 4.519946 -2.137775, 4.409606 -2.356984, 4.288643 -2.570514, 4.157348 -2.777851, 4.016038 -2.978497, 3.865052 -3.171966, 3.704756 -3.357795, 3.535534 -3.535534, 3.357795 -3.704756, 3.171966 -3.865052, 2.978497 -4.016038, 2.777851 -4.157348, 2.570514 -4.288643, 2.356984 -4.409606, 2.137775 -4.519946, 1.913417 -4.619398, 1.684449 -4.70772, 1.451423 -4.784702, 1.214901 -4.850156, 0.975452 -4.903926, 0.733652 -4.945883, 0.490086 -4.975924, 0.245338 -4.993977, 1.801565e-17 -5, -0.245338 -4.993977, -0.490086 -4.975924, -0.733652 -4.945883, -0.975452 -4.903926, -1.214901 -4.850156, -1.451423 -4.784702, -1.684449 -4.70772, -1.913417 -4.619398, -2.137775 -4.519946, -2.356984 -4.409606, -2.570514 -4.288643, -2.777851 -4.157348, -2.978497 -4.016038, -3.171966 -3.865052, -3.357795 -3.704756, -3.535534 -3.535534, -3.704756 -3.357795, -3.865052 -3.171966, -4.016038 -2.978497, -4.157348 -2.777851, -4.288643 -2.570514, -4.409606 -2.356984, -4.519946 -2.137775, -4.619398 -1.913417, -4.70772 -1.684449, -4.784702 -1.451423, -4.850156 -1.214901, -4.903926 -0.975452, -4.945883 -0.733652, -4.975924 -0.490086, -4.993977 -0.245338, -5 -2.026448e-16, -4.993977 0.245338, -4.975924 0.490086, -4.945883 0.733652, -4.903926 0.975452, -4.850156 1.214901, -4.784702 1.451423, -4.70772 1.684449, -4.619398 1.913417, -4.519946 2.137775, -4.409606 2.356984, -4.288643 2.570514, -4.157348 2.777851, -4.016038 2.978497, -3.865052 3.171966, -3.704756 3.357795, -3.535534 3.535534, -3.357795 3.704756, -3.171966 3.865052, -2.978497 4.016038, -2.777851 4.157348, -2.570514 4.288643, -2.356984 4.409606, -2.137775 4.519946, -1.913417 4.619398, -1.684449 4.70772, -1.451423 4.784702, -1.214901 4.850156, -0.975452 4.903926, -0.733652 4.945883, -0.490086 4.975924, -0.245338 4.993977, 1.801565e-17 5, 0.245338 4.993977, 0.490086 4.975924, 0.733652 4.945883, 0.975452 4.903926, 1.214901 4.850156, 1.451423 4.784702, 1.684449 4.70772, 1.913417 4.619398, 2.137775 4.519946, 2.356984 4.409606, 2.570514 4.288643, 2.777851 4.157348, 2.978497 4.016038, 3.171966 3.865052, 3.357795 3.704756, 3.535534 3.535534, 3.704756 3.357795, 3.865052 3.171966, 4.016038 2.978497, 4.157348 2.777851, 4.288643 2.570514, 4.409606 2.356984, 4.519946 2.137775, 4.619398 1.913417, 4.70772 1.684449, 4.784702 1.451423, 4.850156 1.214901, 4.903926 0.975452, 4.945883 0.733652, 4.975924 0.490086, 4.993977 0.245338, 5 -2.026448e-16))","POLYGON ((5.29991 0.007362, 5.29991 -0.007362, 5.293887 -0.252701, 5.293164 -0.267408, 5.275111 -0.512155, 5.273667 -0.526809, 5.243626 -0.770376, 5.241466 -0.784941, 5.19951 -1.02674, 5.196637 -1.041182, 5.142867 -1.280631, 5.139289 -1.294915, 5.073834 -1.531437, 5.06956 -1.545528, 4.992579 -1.778554, 4.987618 -1.792418, 4.899296 -2.021386, 4.893661 -2.03499, 4.794209 -2.259348, 4.787914 -2.272659, 4.677574 -2.491867, 4.670632 -2.504853, 4.549669 -2.718383, 4.542099 -2.731013, 4.410804 -2.93835, 4.402624 -2.950594, 4.261313 -3.151239, 4.252542 -3.163066, 4.101556 -3.356536, 4.092215 -3.367918, 3.931918 -3.553747, 3.92203 -3.564657, 3.752808 -3.742396, 3.742396 -3.752808, 3.564657 -3.92203, 3.553747 -3.931918, 3.367918 -4.092215, 3.356536 -4.101556, 3.163066 -4.252542, 3.151239 -4.261313, 2.950594 -4.402624, 2.93835 -4.410804, 2.731013 -4.542099, 2.718383 -4.549669, 2.504853 -4.670632, 2.491867 -4.677574, 2.272659 -4.787914, 2.259348 -4.794209, 2.03499 -4.893661, 2.021386 -4.899296, 1.792418 -4.987618, 1.778554 -4.992579, 1.545528 -5.06956, 1.531437 -5.073834, 1.294915 -5.139289, 1.280631 -5.142867, 1.041182 -5.196637, 1.02674 -5.19951, 0.784941 -5.241466, 0.770376 -5.243626, 0.526809 -5.273667, 0.512155 -5.275111, 0.267408 -5.293164, 0.252701 -5.293887, 0.007362 -5.29991, -0.007362 -5.29991, -0.252701 -5.293887, -0.267408 -5.293164, -0.512155 -5.275111, -0.526809 -5.273667, -0.770376 -5.243626, -0.784941 -5.241466, -1.02674 -5.19951, -1.041182 -5.196637, -1.280631 -5.142867, -1.294915 -5.139289, -1.531437 -5.073834, -1.545528 -5.06956, -1.778554 -4.992579, -1.792418 -4.987618, -2.021386 -4.899296, -2.03499 -4.893661, -2.259348 -4.794209, -2.272659 -4.787914, -2.491867 -4.677574, -2.504853 -4.670632, -2.718383 -4.549669, -2.731013 -4.542099, -2.93835 -4.410804, -2.950594 -4.402624, -3.151239 -4.261313, -3.163066 -4.252542, -3.356536 -4.101556, -3.367918 -4.092215, -3.553747 -3.931918, -3.564657 -3.92203, -3.742396 -3.752808, -3.752808 -3.742396, -3.92203 -3.564657, -3.931918 -3.553747, -4.092215 -3.367918, -4.101556 -3.356536, -4.252542 -3.163066, -4.261313 -3.151239, -4.402624 -2.950594, -4.410804 -2.93835, -4.542099 -2.731013, -4.549669 -2.718383, -4.670632 -2.504853, -4.677574 -2.491867, -4.787914 -2.272659, -4.794209 -2.259348, -4.893661 -2.03499, -4.899296 -2.021386, -4.987618 -1.792418, -4.992579 -1.778554, -5.06956 -1.545528, -5.073834 -1.531437, -5.139289 -1.294915, -5.142867 -1.280631, -5.196637 -1.041182, -5.19951 -1.02674, -5.241466 -0.784941, -5.243626 -0.770376, -5.273667 -0.526809, -5.275111 -0.512155, -5.293164 -0.267408, -5.293887 -0.252701, -5.29991 -0.007362, -5.29991 0.007362, -5.293887 0.252701, -5.293164 0.267408, -5.275111 0.512155, -5.273667 0.526809, -5.243626 0.770376, -5.241466 0.784941, -5.19951 1.02674, -5.196637 1.041182, -5.142867 1.280631, -5.139289 1.294915, -5.073834 1.531437, -5.06956 1.545528, -4.992579 1.778554, -4.987618 1.792418, -4.899296 2.021386, -4.893661 2.03499, -4.794209 2.259348, -4.787914 2.272659, -4.677574 2.491867, -4.670632 2.504853, -4.549669 2.718383, -4.542099 2.731013, -4.410804 2.93835, -4.402624 2.950594, -4.261313 3.151239, -4.252542 3.163066, -4.101556 3.356536, -4.092215 3.367918, -3.931918 3.553747, -3.92203 3.564657, -3.752808 3.742396, -3.742396 3.752808, -3.564657 3.92203, -3.553747 3.931918, -3.367918 4.092215, -3.356536 4.101556, -3.163066 4.252542, -3.151239 4.261313, -2.950594 4.402624, -2.93835 4.410804, -2.731013 4.542099, -2.718383 4.549669, -2.504853 4.670632, -2.491867 4.677574, -2.272659 4.787914, -2.259348 4.794209, -2.03499 4.893661, -2.021386 4.899296, -1.792418 4.987618, -1.778554 4.992579, -1.545528 5.06956, -1.531437 5.073834, -1.294915 5.139289, -1.280631 5.142867, -1.041182 5.196637, -1.02674 5.19951, -0.784941 5.241466, -0.770376 5.243626, -0.526809 5.273667, -0.512155 5.275111, -0.267408 5.293164, -0.252701 5.293887, -0.007362 5.29991, 0.007362 5.29991, 0.252701 5.293887, 0.267408 5.293164, 0.512155 5.275111, 0.526809 5.273667, 0.770376 5.243626, 0.784941 5.241466, 1.02674 5.19951, 1.041182 5.196637, 1.280631 5.142867, 1.294915 5.139289, 1.531437 5.073834, 1.545528 5.06956, 1.778554 4.992579, 1.792418 4.987618, 2.021386 4.899296, 2.03499 4.893661, 2.259348 4.794209, 2.272659 4.787914, 2.491867 4.677574, 2.504853 4.670632, 2.718383 4.549669, 2.731013 4.542099, 2.93835 4.410804, 2.950594 4.402624, 3.151239 4.261313, 3.163066 4.252542, 3.356536 4.101556, 3.367918 4.092215, 3.553747 3.931918, 3.564657 3.92203, 3.742396 3.752808, 3.752808 3.742396, 3.92203 3.564657, 3.931918 3.553747, 4.092215 3.367918, 4.101556 3.356536, 4.252542 3.163066, 4.261313 3.151239, 4.402624 2.950594, 4.410804 2.93835, 4.542099 2.731013, 4.549669 2.718383, 4.670632 2.504853, 4.677574 2.491867, 4.787914 2.272659, 4.794209 2.259348, 4.893661 2.03499, 4.899296 2.021386, 4.987618 1.792418, 4.992579 1.778554, 5.06956 1.545528, 5.073834 1.531437, 5.139289 1.294915, 5.142867 1.280631, 5.196637 1.041182, 5.19951 1.02674, 5.241466 0.784941, 5.243626 0.770376, 5.273667 0.526809, 5.275111 0.512155, 5.293164 0.267408, 5.293887 0.252701, 5.29991 0.007362))"
circle_02,circle,"{""d"": 13}",13.0,13.0,132.679,0.3,8a89f82cea84,"POLYGON ((6.5 -6.956924e-16, 6.49217 -0.31894, 6.468701 -0.637111, 6.429647 -0.953748, 6.375104 -1.268087, 6.305203 -1.579371, 6.220112 -1.88685, 6.120036 -2.189784, 6.005217 -2.487442, 5.87593 -2.779108, 5.732488 -3.064079, 5.575236 -3.341668, 5.404552 -3.611207, 5.220849 -3.872045, 5.024568 -4.123556, 4.816182 -4.365133, 4.596194 -4.596194, 4.365133 -4.816182, 4.123556 -5.024568, 3.872045 -5.220849, 3.611207 -5.404552, 3.341668 -5.575236, 3.064079 -5.732488, 2.779108 -5.87593, 2.487442 -6.005217, 2.189784 -6.120036, 1.88685 -6.220112, 1.579371 -6.305203, 1.268087 -6.375104, 0.953748 -6.429647, 0.637111 -6.468701, 0.31894 -6.49217, -1.696385e-16 -6.5, -0.31894 -6.49217, -0.637111 -6.468701, -0.953748 -6.429647, -1.268087 -6.375104, -1.579371 -6.305203, -1.88685 -6.220112, -2.189784 -6.120036, -2.487442 -6.005217, -2.779108 -5.87593, -3.064079 -5.732488, -3.341668 -5.575236, -3.611207 -5.404552, -3.872045 -5.220849, -4.123556 -5.024568, -4.365133 -4.816182, -4.596194 -4.596194, -4.816182 -4.365133, -5.024568 -4.123556, -5.220849 -3.872045, -5.404552 -3.611207, -5.575236 -3.341668, -5.732488 -3.064079, -5.87593 -2.779108, -6.005217 -2.487442, -6.120036 -2.189784, -6.220112 -1.88685, -6.305203 -1.579371, -6.375104 -1.268087, -6.429647 -0.953748, -6.468701 -0.637111, -6.49217 -0.31894, -6.5 -6.956924e-16, -6.49217 0.31894, -6.468701 0.637111, -6.429647 0.953748, -6.375104 1.268087, -6.305203 1.579371, -6.220112 1.88685, -6.120036 2.189784, -6.005217 2.487442, -5.87593 2.779108, -5.732488 3.064079, -5.575236 3.341668, -5.404552 3.611207, -5.220849 3.872045, -5.024568 4.123556, -4.816182 4.365133, -4.596194 4.596194, -4.365133 4.816182, -4.123556 5.024568, -3.872045 5.220849, -3.611207 5.404552, -3.341668 5.575236, -3.064079 5.732488, -2.779108 5.87593, -2.487442 6.005217, -2.189784 6.120036, -1.88685 6.220112, -1.579371 6.305203, -1.268087 6.375104, -0.953748 6.429647, -0.637111 6.468701, -0.31894 6.49217, -1.696385e-16 6.5, 0.31894 6.49217, 0.637111 6.468701, 0.953748 6.429647, 1.268087 6.375104, 1.579371 6.305203, 1.88685 6.220112, 2.189784 6.120036, 2.487442 6.005217, 2.779108 5.87593, 3.064079 5.732488, 3.341668 5.575236, 3.611207 5.404552, 3.872045 5.220849, 4.123556 5.024568, 4.365133 4.816182, 4.596194 4.596194, 4.816182 4.365133, 5.024568 4.123556, 5.220849 3.872045, 5.404552 3.611207, 5.575236 3.341668, 5.732488 3.064079, 5.87593 2.779108, 6.005217 2.487442, 6.120036 2.189784, 6.220112 1.88685, 6.305203 1.579371, 6.375104 1.268087, 6.429647 0.953748, 6.468701 0.637111, 6.49217 0.31894, 6.5 -6.956924e-16))","POLYGON ((6.79991 0.007362, 6.79991 -0.007362, 6.79208 -0.326302, 6.791358 -0.341009, 6.767888 -0.659181, 6.766445 -0.673835, 6.727391 -0.990471, 6.725231 -1.005037, 6.670688 -1.319376, 6.667815 -1.333817, 6.597914 -1.645102, 6.594336 -1.659385, 6.509245 -1.966864, 6.504971 -1.980955, 6.404895 -2.283889, 6.399934 -2.297753, 6.285115 -2.595411, 6.27948 -2.609015, 6.150193 -2.900681, 6.143898 -2.913992, 6.000456 -3.198962, 5.993514 -3.211948, 5.836262 -3.489537, 5.828692 -3.502167, 5.658009 -3.771706, 5.649828 -3.783949, 5.466124 -4.044788, 5.457353 -4.056615, 5.261072 -4.308126, 5.251731 -4.319508, 5.043345 -4.561085, 5.033456 -4.571995, 4.813468 -4.803056, 4.803056 -4.813468, 4.571995 -5.033456, 4.561085 -5.043345, 4.319508 -5.251731, 4.308126 -5.261072, 4.056615 -5.457353, 4.044788 -5.466124, 3.783949 -5.649828, 3.771706 -5.658009, 3.502167 -5.828692, 3.489537 -5.836262, 3.211948 -5.993514, 3.198962 -6.000456, 2.913992 -6.143898, 2.900681 -6.150193, 2.609015 -6.27948, 2.595411 -6.285115, 2.297753 -6.399934, 2.283889 -6.404895, 1.980955 -6.504971, 1.966864 -6.509245, 1.659385 -6.594336, 1.645102 -6.597914, 1.333817 -6.667815, 1.319376 -6.670688, 1.005037 -6.725231, 0.990471 -6.727391, 0.673835 -6.766445, 0.659181 -6.767888, 0.341009 -6.791358, 0.326302 -6.79208, 0.007362 -6.79991, -0.007362 -6.79991, -0.326302 -6.79208, -0.341009 -6.791358, -0.659181 -6.767888, -0.673835 -6.766445, -0.990471 -6.727391, -1.005037 -6.725231, -1.319376 -6.670688, -1.333817 -6.667815, -1.645102 -6.597914, -1.659385 -6.594336, -1.966864 -6.509245, -1.980955 -6.504971, -2.283889 -6.404895, -2.297753 -6.399934, -2.595411 -6.285115, -2.609015 -6.27948, -2.900681 -6.150193, -2.913992 -6.143898, -3.198962 -6.000456, -3.211948 -5.993514, -3.489537 -5.836262, -3.502167 -5.828692, -3.771706 -5.658009, -3.783949 -5.649828, -4.044788 -5.466124, -4.056615 -5.457353, -4.308126 -5.261072, -4.319508 -5.251731, -4.561085 -5.043345, -4.571995 -5.033456, -4.803056 -4.813468, -4.813468 -4.803056, -5.033456 -4.571995, -5.043345 -4.561085, -5.251731 -4.319508, -5.261072 -4.308126, -5.457353 -4.056615, -5.466124 -4.044788, -5.649828 -3.783949, -5.658009 -3.771706, -5.828692 -3.502167, -5.836262 -3.489537, -5.993514 -3.211948, -6.000456 -3.198962, -6.143898 -2.913992, -6.150193 -2.900681, -6.27948 -2.609015, -6.285115 -2.595411, -6.399934 -2.297753, -6.404895 -2.283889, -6.504971 -1.980955, -6.509245 -1.966864, -6.594336 -1.659385, -6.597914 -1.645102, -6.667815 -1.333817, -6.670688 -1.319376, -6.725231 -1.005037, -6.727391 -0.990471, -6.766445 -0.673835, -6.767888 -0.659181, -6.791358 -0.341009, -6.79208 -0.326302, -6.79991 -0.007362, -6.79991 0.007362, -6.79208 0.326302, -6.791358 0.341009, -6.767888 0.659181, -6.766445 0.673835, -6.727391 0.990471, -6.725231 1.005037, -6.670688 1.319376, -6.667815 1.333817, -6.597914 1.645102, -6.594336 1.659385, -6.509245 1.966864, -6.504971 1.980955, -6.404895 2.283889, -6.399934 2.297753, -6.285115 2.595411, -6.27948 2.609015, -6.150193 2.900681, -6.143898 2.913992, -6.000456 3.198962, -5.993514 3.211948, -5.836262 3.489537, -5.828692 3.502167, -5.658009 3.771706, -5.649828 3.783949, -5.466124 4.044788, -5.457353 4.056615, -5.261072 4.308126, -5.251731 4.319508, -5.043345 4.561085, -5.033456 4.571995, -4.813468 4.803056, -4.803056 4.813468, -4.571995 5.033456, -4.561085 5.043345, -4.319508 5.251731, -4.308126 5.261072, -4.056615 5.457353, -4.044788 5.466124, -3.783949 5.649828, -3.771706 5.658009, -3.502167 5.828692, -3.489537 5.836262, -3.211948 5.993514, -3.198962 6.000456, -2.913992 6.143898, -2.900681 6.150193, -2.609015 6.27948, -2.595411 6.285115, -2.297753 6.399934, -2.283889 6.404895, -1.980955 6.504971, -1.966864 6.509245, -1.659385 6.594336, -1.645102 6.597914, -1.333817 6.667815, -1.319376 6.670688, -1.005037 6.725231, -0.990471 6.727391, -0.673835 6.766445, -0.659181 6.767888, -0.341009 6.791358, -0.326302 6.79208, -0.007362 6.79991, 0.007362 6.79991, 0.326302 6.79208, 0.341009 6.791358, 0.659181 6.767888, 0.673835 6.766445, 0.990471 6.727391, 1.005037 6.725231, 1.319376 6.670688, 1.333817 6.667815, 1.645102 6.597914, 1.659385 6.594336, 1.966864 6.509245, 1.980955 6.504971, 2.283889 6.404895, 2.297753 6.399934, 2.595411 6.285115, 2.609015 6.27948, 2.900681 6.150193, 2.913992 6.143898, 3.198962 6.000456, 3.211948 5.993514, 3.489537 5.836262, 3.502167 5.828692, 3.771706 5.658009, 3.783949 5.649828, 4.044788 5.466124, 4.056615 5.457353, 4.308126 5.261072, 4.319508 5.251731, 4.561085 5.043345, 4.571995 5.033456, 4.803056 4.813468, 4.813468 4.803056, 5.033456 4.571995, 5.043345 4.561085, 5.251731 4.319508, 5.261072 4.308126, 5.457353 4.056615, 5.466124 4.044788, 5.649828 3.783949, 5.658009 3.771706, 5.828692 3.502167, 5.836262 3.489537, 5.993514 3.211948, 6.000456 3.198962, 6.143898 2.913992, 6.150193 2.900681, 6.27948 2.609015, 6.285115 2.595411, 6.399934 2.297753, 6.404895 2.283889, 6.504971 1.980955, 6.509245 1.966864, 6.594336 1.659385, 6.597914 1.645102, 6.667815 1.333817, 6.670688 1.319376, 6.725231 1.005037, 6.727391 0.990471, 6.766445 0.673835, 6.767888 0.659181, 6.791358 0.341009, 6.79208 0.326302, 6.79991 0.007362))"
circle_03,circle,"{""d"": 16}",16.0,16.0,200.981,0.3,31d391d473f5,"POLYGON ((8 3.057643e-16, 7.990364 -0.392541, 7.961478 -0.784137, 7.913412 -1.173844, 7.846282 -1.560723, 7.76025 -1.943841, 7.655523 -2.322277, 7.532353 -2.695119, 7.391036 -3.061467, 7.231914 -3.420441, 7.05537 -3.771174, 6.861829 -4.112822, 6.651757 -4.444562, 6.42566 -4.765594, 6.184084 -5.075146, 5.927609 -5.372472, 5.656854 -5.656854, 5.372472 -5.927609, 5.075146 -6.184084, 4.765594 -6.42566, 4.444562 -6.651757, 4.112822 -6.861829, 3.771174 -7.05537, 3.420441 -7.231914, 3.061467 -7.391036, 2.695119 -7.532353, 2.322277 -7.655523, 1.943841 -7.76025, 1.560723 -7.846282, 1.173844 -7.913412, 0.784137 -7.961478, 0.392541 -7.990364, 2.969388e-16 -8, -0.392541 -7.990364, -0.784137 -7.961478, -1.173844 -7.913412, -1.560723 -7.846282, -1.943841 -7.76025, -2.322277 -7.655523, -2.695119 -7.532353, -3.061467 -7.391036, -3.420441 -7.231914, -3.771174 -7.05537, -4.112822 -6.861829, -4.444562 -6.651757, -4.765594 -6.42566, -5.075146 -6.184084, -5.372472 -5.927609, -5.656854 -5.656854, -5.927609 -5.372472, -6.184084 -5.075146, -6.42566 -4.765594, -6.651757 -4.444562, -6.861829 -4.112822, -7.05537 -3.771174, -7.231914 -3.420441, -7.391036 -3.061467, -7.532353 -2.695119, -7.655523 -2.322277, -7.76025 -1.943841, -7.846282 -1.560723, -7.913412 -1.173844, -7.961478 -0.784137, -7.990364 -0.392541, -8 3.057643e-16, -7.990364 0.392541, -7.961478 0.784137, -7.913412 1.173844, -7.846282 1.560723, -7.76025 1.943841, -7.655523 2.322277, -7.532353 2.695119, -7.391036 3.061467, -7.231914 3.420441, -7.05537 3.771174, -6.861829 4.112822, -6.651757 4.444562, -6.42566 4.765594, -6.184084 5.075146, -5.927609 5.372472, -5.656854 5.656854, -5.372472 5.927609, -5.075146 6.184084, -4.765594 6.42566, -4.444562 6.651757, -4.112822 6.861829, -3.771174 7.05537, -3.420441 7.231914, -3.061467 7.391036, -2.695119 7.532353, -2.322277 7.655523, -1.943841 7.76025, -1.560723 7.846282, -1.173844 7.913412, -0.784137 7.961478, -0.392541 7.990364, 2.969388e-16 8, 0.392541 7.990364, 0.784137 7.961478, 1.173844 7.913412, 1.560723 7.846282, 1.943841 7.76025, 2.322277 7.655523, 2.695119 7.532353, 3.061467 7.391036, 3.420441 7.231914, 3.771174 7.05537, 4.112822 6.861829, 4.444562 6.651757, 4.765594 6.42566, 5.075146 6.184084, 5.372472 5.927609, 5.656854 5.656854, 5.927609 5.372472, 6.184084 5.075146, 6.42566 4.765594, 6.651757 4.444562, 6.861829 4.112822, 7.05537 3.771174, 7.231914 3.420441, 7.391036 3.061467, 7.532353 2.695119, 7.655523 2.322277, 7.76025 1.943841, 7.846282 1.560723, 7.913412 1.173844, 7.961478 0.784137, 7.990364 0.392541, 8 3.057643e-16))","POLYGON ((8.29991 0.007362, 8.29991 -0.007362, 8.290273 -0.399904, 8.289551 -0.414611, 8.260665 -0.806206, 8.259222 -0.82086, 8.211156 -1.210567, 8.208995 -1.225132, 8.141866 -1.612011, 8.138993 -1.626453, 8.052961 -2.009572, 8.049383 -2.023855, 7.944656 -2.402291, 7.940381 -2.416382, 7.817211 -2.789223, 7.81225 -2.803087, 7.670934 -3.169436, 7.665299 -3.18304, 7.506177 -3.542013, 7.499882 -3.555324, 7.323337 -3.906057, 7.316396 -3.919043, 7.122855 -4.260691, 7.115285 -4.273321, 6.905213 -4.605061, 6.897032 -4.617304, 6.670936 -4.938337, 6.662164 -4.950164, 6.420588 -5.259716, 6.411246 -5.271098, 6.154772 -5.568423, 6.144883 -5.579334, 5.874128 -5.863716, 5.863716 -5.874128, 5.579334 -6.144883, 5.568423 -6.154772, 5.271098 -6.411246, 5.259716 -6.420588, 4.950164 -6.662164, 4.938337 -6.670936, 4.617304 -6.897032, 4.605061 -6.905213, 4.273321 -7.115285, 4.260691 -7.122855, 3.919043 -7.316396, 3.906057 -7.323337, 3.555324 -7.499882, 3.542013 -7.506177, 3.18304 -7.665299, 3.169436 -7.670934, 2.803087 -7.81225, 2.789223 -7.817211, 2.416382 -7.940381, 2.402291 -7.944656, 2.023855 -8.049383, 2.009572 -8.052961, 1.626453 -8.138993, 1.612011 -8.141866, 1.225132 -8.208995, 1.210567 -8.211156, 0.82086 -8.259222, 0.806206 -8.260665, 0.414611 -8.289551, 0.399904 -8.290273, 0.007362 -8.29991, -0.007362 -8.29991, -0.399904 -8.290273, -0.414611 -8.289551, -0.806206 -8.260665, -0.82086 -8.259222, -1.210567 -8.211156, -1.225132 -8.208995, -1.612011 -8.141866, -1.626453 -8.138993, -2.009572 -8.052961, -2.023855 -8.049383, -2.402291 -7.944656, -2.416382 -7.940381, -2.789223 -7.817211, -2.803087 -7.81225, -3.169436 -7.670934, -3.18304 -7.665299, -3.542013 -7.506177, -3.555324 -7.499882, -3.906057 -7.323337, -3.919043 -7.316396, -4.260691 -7.122855, -4.273321 -7.115285, -4.605061 -6.905213, -4.617304 -6.897032, -4.938337 -6.670936, -4.950164 -6.662164, -5.259716 -6.420588, -5.271098 -6.411246, -5.568423 -6.154772, -5.579334 -6.144883, -5.863716 -5.874128, -5.874128 -5.863716, -6.144883 -5.579334, -6.154772 -5.568423, -6.411246 -5.271098, -6.420588 -5.259716, -6.662164 -4.950164, -6.670936 -4.938337, -6.897032 -4.617304, -6.905213 -4.605061, -7.115285 -4.273321, -7.122855 -4.260691, -7.316396 -3.919043, -7.323337 -3.906057, -7.499882 -3.555324, -7.506177 -3.542013, -7.665299 -3.18304, -7.670934 -3.169436, -7.81225 -2.803087, -7.817211 -2.789223, -7.940381 -2.416382, -7.944656 -2.402291, -8.049383 -2.023855, -8.052961 -2.009572, -8.138993 -1.626453, -8.141866 -1.612011, -8.208995 -1.225132, -8.211156 -1.210567, -8.259222 -0.82086, -8.260665 -0.806206, -8.289551 -0.414611, -8.290273 -0.399904, -8.29991 -0.007362, -8.29991 0.007362, -8.290273 0.399904, -8.289551 0.414611, -8.260665 0.806206, -8.259222 0.82086, -8.211156 1.210567, -8.208995 1.225132, -8.141866 1.612011, -8.138993 1.626453, -8.052961 2.009572, -8.049383 2.023855, -7.944656 2.402291, -7.940381 2.416382, -7.817211 2.789223, -7.81225 2.803087, -7.670934 3.169436, -7.665299 3.18304, -7.506177 3.542013, -7.499882 3.555324, -7.323337 3.906057, -7.316396 3.919043, -7.122855 4.260691, -7.115285 4.273321, -6.905213 4.605061, -6.897032 4.617304, -6.670936 4.938337, -6.662164 4.950164, -6.420588 5.259716, -6.411246 5.271098, -6.154772 5.568423, -6.144883 5.579334, -5.874128 5.863716, -5.863716 5.874128, -5.579334 6.144883, -5.568423 6.154772, -5.271098 6.411246, -5.259716 6.420588, -4.950164 6.662164, -4.938337 6.670936, -4.617304 6.897032, -4.605061 6.905213, -4.273321 7.115285, -4.260691 7.122855, -3.919043 7.316396, -3.906057 7.323337, -3.555324 7.499882, -3.542013 7.506177, -3.18304 7.665299, -3.169436 7.670934, -2.803087 7.81225, -2.789223 7.817211, -2.416382 7.940381, -2.402291 7.944656, -2.023855 8.049383, -2.009572 8.052961, -1.626453 8.138993, -1.612011 8.141866, -1.225132 8.208995, -1.210567 8.211156, -0.82086 8.259222, -0.806206 8.260665, -0.414611 8.289551, -0.399904 8.290273, -0.007362 8.29991, 0.007362 8.29991, 0.399904 8.290273, 0.414611 8.289551, 0.806206 8.260665, 0.82086 8.259222, 1.210567 8.211156, 1.225132 8.208995, 1.612011 8.141866, 1.626453 8.138993, 2.009572 8.052961, 2.023855 8.049383, 2.402291 7.944656, 2.416382 7.940381, 2.789223 7.817211, 2.803087 7.81225, 3.169436 7.670934, 3.18304 7.665299, 3.542013 7.506177, 3.555324 7.499882, 3.906057 7.323337, 3.919043 7.316396, 4.260691 7.122855, 4.273321 7.115285, 4.605061 6.905213, 4.617304 6.897032, 4.938337 6.670936, 4.950164 6.662164, 5.259716 6.420588, 5.271098 6.411246, 5.568423 6.154772, 5.579334 6.144883, 5.863716 5.874128, 5.874128 5.863716, 6.144883 5.579334, 6.154772 5.568423, 6.411246 5.271098, 6.420588 5.259716, 6.662164 4.950164, 6.670936 4.938337, 6.897032 4.617304, 6.905213 4.605061, 7.115285 4.273321, 7.122855 4.260691, 7.316396 3.919043, 7.323337 3.906057, 7.499882 3.555324, 7.506177 3.542013, 7.665299 3.18304, 7.670934 3.169436, 7.81225 2.803087, 7.817211 2.789223, 7.940381 2.416382, 7.944656 2.402291, 8.049383 2.023855, 8.052961 2.009572, 8.138993 1.626453, 8.141866 1.612011, 8.208995 1.225132, 8.211156 1.210567, 8.259222 0.82086, 8.260665 0.806206, 8.289551 0.414611, 8.290273 0.399904, 8.29991 0.007362))"
